Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,ExportNameMirror,TileWidth,TileHeight,Price,DiamondPrice,DiscountPercentage,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,Passable,WaterDeco,WaterMovement
Creepy bed,,,,,1,0,,sc/decos02_seasonal_halloween.sc,creepy_bed,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CREEPY_BED,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Creepy clock,,,,,1,0,,sc/decos02_seasonal_halloween.sc,creepy_clock,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CREEPY_CLOCK,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Frankenstraw,,,120,,1,0,,sc/decos02_seasonal_halloween.sc,frankenstraw,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FRANKENSTRAW,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Ghostly theater,,,,,1,0,,sc/decos02_seasonal_halloween.sc,ghostly_theatre,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GHOSTLY_THEATER,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Ghostly stove,,,,,1,0,,sc/decos02_seasonal_halloween.sc,ghostly_stove,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GHOSTLY_STOVE,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Wool busters,,,80,,1,0,,sc/decos02_seasonal_halloween.sc,wool_busters,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WOOL_BUSTERS,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Devilish stilt walker,,,,,1,0,,sc/decos02_seasonal_halloween.sc,devilish_stilt_walker,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DEVILISH_STILT_WALKER,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Devilish magician,,,,,1,0,,sc/decos02_seasonal_halloween.sc,devilish_magician,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DEVILISH_MAGICIAN,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Devilish target practice,,,120,,1,0,,sc/decos02_seasonal_halloween.sc,devilish_target_practice,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DEVILISH_TARGET_PRACTICE,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Baby plant,,,,,1,0,,sc/decos02_seasonal_halloween.sc,baby_plant,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BABY_PLANT,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Smashed pumpkins,,,,,1,0,,sc/decos02_seasonal_halloween.sc,smashed_pumpkins,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SMASHED_PUMPKINS,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carver reindeer,,,,,1,0,,sc/decos02_seasonal_winter.sc,carved_reindeer,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CARVER_REINDEER,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Reindeer shed,,,,,1,0,,sc/decos02_seasonal_winter.sc,reindeer_house,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_REINDEER_SHED,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Elf hall,,,,,1,0,,sc/decos02_seasonal_winter.sc,elf_hall,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ELF_HALL,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Winter lookout,,,,,1,0,,sc/decos02_seasonal_winter.sc,winter_lookout,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WINTER_LOOKOUT,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Mail sorting,,,,,1,0,,sc/decos02_seasonal_winter.sc,mail_sorting,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MAIL_SORTING,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Hot cocoa station,,,,,1,0,,sc/decos02_seasonal_winter.sc,hot_cocoa_station,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HOT_COCOA_STATION,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Cozy winter stop,,,,,1,0,,sc/decos02_seasonal_winter.sc,cozy_winter_stop,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COZY_WINTER_STOP,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Log bench,,,,,1,0,,sc/decos02_seasonal_winter.sc,log_bench,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOG_BENCH,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Dog sled,,,,,1,0,,sc/decos02_seasonal_winter.sc,dog_sled,,4,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DOG_SLED,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Nutcracker Greg,,,,,1,0,,sc/decos02_seasonal_winter.sc,nutcracker_greg,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_NUTCRACKER_GREG,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Rocking reindeer,,,,,1,0,,sc/decos02_seasonal_winter.sc,rocking_reindeer,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ROCKING_REINDEER,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Toy tracks,,,115,,1,0,,sc/decos02_seasonal_winter.sc,toy_tracks,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TOY_TRACKS,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Festive birch,,,,,1,0,,sc/decos02_seasonal_winter.sc,festive_birch,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FESTIVE_BIRCH,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Winter torch,,,,,1,0,,sc/decos02_seasonal_winter.sc,winter_torch,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WINTER_TORCH,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peacock bell,,,,,1,0,,sc/decos02_seasonal.sc,peacock_bell,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PEACOCK_BELL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Peacock statue,,,,,1,0,,sc/decos02_seasonal.sc,peacock_statue,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PEACOCK_STATUE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Feast of light,,,,,1,0,,sc/decos02_seasonal.sc,feast_of_light,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FEAST_OF_LIGHT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Colorful booths,,,115,,1,0,,sc/decos02_seasonal.sc,colourful_booths,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COLORFUL_BOOTHS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Art of happiness,,,115,,1,0,,sc/decos02_seasonal.sc,art_of_happiness,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ART_OF_HAPPINESS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creepy mirror,,,,,1,0,,sc/decos06_farmpass.sc,creepy_mirror,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CREEPY_MIRROR,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FP,,,
Hide and seek,,,130,,1,0,,sc/decos06_farmpass.sc,hide_and_seek,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HIDE_AND_SEEK,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water hyacinth,,,120,,1,0,,sc/decos03_features.sc,water_hyacinth,,3,2,5500,,,,,500,1,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WATER_HYACINTH,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,CapybaraPup1,,,,,
Tropical feast,,,,,1,0,,sc/decos03_features.sc,treats_trunk,,2,1,,,,Voucher1,5,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TROPICAL_FEAST,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,CapybaraPup2,,,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar skull puppeteers,,,,,1,0,,sc/decos02_seasonal_halloween.sc,sugarskull_puppeteers,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUGARSKULL_PUPPETEERS,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Sugar skull carriage,,,110,,1,0,,sc/decos02_seasonal_halloween.sc,sugarskull_carriage,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUGARSKULL_CARRIAGE,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
Sugar skull lantern,,,100,,1,0,,sc/decos02_seasonal_halloween.sc,sugarskull_lantern,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUGARSKULL_LANTERN,,,,,,TapDecorationGeneric,,,,Halloween,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen tree,,,,,1,0,,sc/decos02_seasonal_winter.sc,frozen_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FROZEN_TREE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Frozen bridge,,,130,,1,0,,sc/decos02_seasonal_winter.sc,frozen_bridge,,1,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FROZEN_BRIDGE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Frozen castle,,,120,,1,0,,sc/decos02_seasonal_winter.sc,frozen_castle,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FROZEN_CASTLE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Frozen train,,,120,,1,0,,sc/decos02_seasonal_winter.sc,frozen_train,,3,4,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FROZEN_TRAIN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Frozen lamp,,,,,1,0,,sc/decos02_seasonal_winter.sc,frozen_lamp,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FROZEN_LAMP,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy snowman,,,90,,1,0,,sc/decos02_seasonal_winter.sc,sandy_snowman,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SANDY_SNOWMAN,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Festive palm tree,,,140,,1,0,,sc/decos02_seasonal_winter.sc,festive_palm_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FESTIVE_PALM_TREE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
Festive pirate ship,,,115,,1,0,,sc/decos02_seasonal_winter.sc,festive_pirate_ship,,4,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FESTIVE_PIRATE_SHIP,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space carousel,,,,,1,0,,sc/decos01_generic.sc,space_carousel,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPACE_CAROUSEL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Astronaut training,,,110,,1,0,,sc/decos01_generic.sc,astronaut_training,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ASTRONAUT_TRAINING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Unidentified fun object,,,110,,1,0,,sc/decos01_generic.sc,unidentified_fun_object,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_UNIDENTIFIED_FUN_OBJECT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Astronaut’s corner,,,,,1,0,,sc/decos01_generic.sc,astronauts_corner,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ASTRONAUTS_CORNER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Meteor crater,,,115,,1,0,,sc/decos01_generic.sc,meteor_crater,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_METEOR_CRATER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Observatory gazebo,,,110,,1,0,,sc/decos01_generic.sc,observatory_gazebo,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_OBSERVATORY_GAZEBO,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Spherical strolabe,,,,,1,0,,sc/decos01_generic.sc,spherical_astrolabe,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPHERICAL_STROLABE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festive wishes,,,,,1,0,,sc/decos06_farmpass.sc,festive_wishes,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FESTIVE_WISHES,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,FP,,,
Festive fountain,,,,,1,0,,sc/decos06_farmpass.sc,festive_fountain,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FESTIVE_FOUNTAIN,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,FPE,,,
Space engineers,,,,,1,0,,sc/decos06_farmpass.sc,space_engineers,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPACE_ENGINEERS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Planets pendulum,,,,,1,0,,sc/decos06_farmpass.sc,planets_pendulum,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PLANETS_PENDULUM,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunar letters,,,120,,1,0,,sc/decos01_generic.sc,lunar_letters,,3,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LUNAR_LETTERS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Sky projection,,,,,1,0,,sc/decos01_generic.sc,sky_projection,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SKY_PROJECTION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanksgiving corner,,,,,1,0,,sc/decos02_seasonal_thanksgiving.sc,thanksgiving_corner,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_CORNER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Thanksgiving preparations,,,,,1,0,,sc/decos02_seasonal_thanksgiving.sc,thanksgiving_preparation,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_PREPARATIONS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Thanksgiving planter,,,,,1,0,,sc/decos02_seasonal_thanksgiving.sc,thanksgiving_planter,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_PLANTER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Thanksgiving tree,,,,,1,0,,sc/decos02_seasonal_thanksgiving.sc,thanksgiving_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_TREE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Pilgrim caravel,,,,,1,0,,sc/decos02_seasonal_thanksgiving.sc,pilgrim_caravel,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PILGRIM_CARAVEL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Turkey craft,,,,,1,0,,sc/decos02_seasonal_thanksgiving.sc,turkey_craft,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TURKEY_CRAFT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot spring,,,120,,1,0,,sc/decos02_seasonal_winter.sc,hot_spring,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HOT_SPRING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Snowy landscape,,,,,1,0,,sc/decos02_seasonal_winter.sc,snowy_landscape,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SNOWY_LANDSCAPE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Circle sculpture,,,,,1,0,,sc/decos02_seasonal_winter.sc,circle_sculpture,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CIRCLE_SCULPTURE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Snowy refuge,,,120,,1,0,,sc/decos02_seasonal_winter.sc,snowy_refuge,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SNOWY_REFUGE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Snowy boulder,,,,,1,0,,sc/decos02_seasonal_winter.sc,snowy_boulder,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SNOWY_BOULDER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Spa sign,,,,,1,0,,sc/decos02_seasonal_winter.sc,spa_sign,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SPA_SIGN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Covered hot spring,,,115,,1,0,,sc/decos02_seasonal_winter.sc,covered_hot_spring,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COVERED_HOT_SPRING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cozy firepit,,,130,,1,0,,sc/decos02_seasonal_winter.sc,cosy_firepit,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COZY_FIREPIT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Icy dip,,,120,,1,0,,sc/decos02_seasonal_winter.sc,icy_dip,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ICY_DIP,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Snowmobile shed,,,110,,1,0,,sc/decos02_seasonal_winter.sc,snowmobile_shed,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SNOWMOBILE_SHED,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Log resort,,,130,,1,0,,sc/decos02_seasonal_winter.sc,log_resort,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOG_RESORT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Log cabin,,,120,,1,0,,sc/decos02_seasonal_winter.sc,log_cabin,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOG_CABIN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Frozen chestnut tree,,,,,1,0,,sc/decos02_seasonal_winter.sc,frozen_chestnut_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FROZEN_CHESTNUT_TREE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Medium frozen tree,,,,,1,0,,sc/decos02_seasonal_winter.sc,medium_frozen_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MEDIUM_FROZEN_TREE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Small frozen tree,,,,,1,0,,sc/decos02_seasonal_winter.sc,small_frozen_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SMALL_FROZEN_TREE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bean bonanza,,,,,1,0,,sc/decos07_valley.sc,bean_bonanza,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BEAN_BONANZA,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,,,
Freedom to reap,,,,,1,0,,sc/decos07_valley.sc,freedom_to_reap,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FREEDOM_TO_REAP,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,Valley,,,
Thermal bath,,,,,1,0,,sc/decos07_valley.sc,thermal_spa,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THERMAL_BATH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,,,
Sunny poppies,,,,,1,0,,sc/decos07_valley.sc,sunny_poppies,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SUNNY_POPPIES,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,Valley,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen block,,,,,1,0,,sc/decos02_seasonal_winter.sc,frozen_block,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FROZEN_BLOCK,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tranquil pond,,,110,,1,0,,sc/decos01_generic.sc,tranquil_pond,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TRANQUIL_POND,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Fitness resolution,,,,,1,0,,sc/decos01_generic.sc,fitness_resolution,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FITNESS_RESOLUTION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Smoothie operator,,,120,,1,0,,sc/decos01_generic.sc,smoothie_operator,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SMOOTHIE_OPERATOR,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Cleansing station,,,,,1,0,,sc/decos01_generic.sc,cleansing_station,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CLEANSING_STATION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Workout spot,,,,,1,0,,sc/decos01_generic.sc,workout_spot,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WORKOUT_SPOT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
Puppy treadmill,,,120,,1,0,,sc/decos01_generic.sc,puppy_treadmill,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PUPPY_TREADMILL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cozy sauna,,,,,1,0,,sc/decos06_farmpass.sc,cozy_sauna,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COZY_SAUNA,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FP,,,
Skiing break,,,,,1,0,,sc/decos06_farmpass.sc,skiing_break,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SKIING_BREAK,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,,,
Lovely music box,,,95,,1,0,,sc/decos06_farmpass.sc,lovely_music_box,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOVELY_MUSIC_BOX,,,,,,TapDecorationGeneric,,,,Valentines,,,,,,,,,FP,,,
Lovely typewriter,,,120,,1,0,,sc/decos06_farmpass.sc,lovely_typewriter,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOVELY_TYPEWRITER,,,,,,TapDecorationGeneric,,,,Valentines,,,,,,,,,FPE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood winter tree 1,,,,,1,0,,sc/nh_object.sc,nhobj_wintertree_1,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_NEIGHBORHOOD_WINTERTREE_1,,,,,,TapDecorationGeneric,,,,,,,,,,,,,NHObj,,,
Neighborhood winter tree 2,,,,,1,0,,sc/nh_object.sc,nhobj_wintertree_2,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_NEIGHBORHOOD_WINTERTREE_2,,,,,,TapDecorationGeneric,,,,,,,,,,,,,NHObj,,,
